index	Reads	Description	Date	FastqFormat	RepTechGroup	Exp.exp1.Condition	Exp.exp1.Reference
2015341_BC01	dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_barcode01_template.fastq.bz2	WT1_BC01	2017-01-24	fastq-sanger	WT1_BC01	WT	true
